index_id ,result_from ,zpid       ,creationDate ,isShowcaseListing ,lotAreaValue ,streetAddress             ,unit       ,bedrooms ,longitude  ,rentZestimate ,zestimate ,priceChange ,homeType      ,isUnmappable ,state ,newConstructionType         ,isFeatured ,zipcode ,latitude  ,priceReduction     ,taxAssessedValue ,datePriceChanged ,country ,isPreforeclosureAuction ,bathrooms ,openHouse   ,shouldHighlight ,videoCount ,lotAreaUnit ,city    ,homeStatusForHDP ,currency ,homeStatus ,price   ,priceForHDP ,open_house_info ,livingArea ,listing_sub_type ,isZillowOwned ,isPremierBuilder ,isNonOwnerOccupied ,daysOnZillow
      22 ,listing_url , 339423639 ,2023-11-01   ,FALSE             ,   1829.52   ,2107 McGowen St           ,           ,     3.0 ,-95.36402  ,       3200.0 , 603700.0 ,            ,SINGLE_FAMILY ,False        ,TX    ,BUILDER_SPEC                ,False      ,  77004 ,29.73954  ,                   ,        364979.0 ,                 ,USA     ,False                   ,        4 ,            ,False           ,         0 ,sqft        ,Houston ,FOR_SALE         ,USD      ,FOR_SALE   , 614900 ,     614900 ,                ,    2294.0 ,[object Object]  ,False         ,False            ,True               ,-1
      23 ,listing_url , 339423638 ,2023-11-01   ,FALSE             ,   1829.0    ,2109 McGowen St           ,           ,     3.0 ,-95.364006 ,       3200.0 , 663400.0 ,            ,SINGLE_FAMILY ,False        ,TX    ,BUILDER_SPEC                ,False      ,  77004 ,29.73953  ,                   ,        364979.0 ,                 ,USA     ,False                   ,        4 ,Sat. 1-3pm  ,False           ,         0 ,sqft        ,Houston ,FOR_SALE         ,USD      ,FOR_SALE   , 679900 ,     679900 ,[object Object] ,    2294.0 ,[object Object]  ,False         ,False            ,True               ,-1
      24 ,listing_url ,  27764769 ,2023-11-01   ,FALSE             ,   5012.0    ,3613 Rosalie St           ,           ,     3.0 ,-95.348145 ,       1500.0 ,1260000.0 ,            ,MULTI_FAMILY  ,False        ,TX    ,NEW_CONSTRUCTION_TYPE_OTHER ,False      ,  77004 ,29.729027 ,                   ,        135000.0 ,                 ,USA     ,False                   ,        3 ,            ,False           ,         0 ,sqft        ,Houston ,FOR_SALE         ,USD      ,FOR_SALE   ,1300000 ,    1300000 ,                ,    5544.0 ,[object Object]  ,False         ,False            ,True               ,-1
      25 ,listing_url , 245770351 ,2023-11-01   ,FALSE             ,   1785.96   ,4625 Chartres St          ,           ,     3.0 ,-95.37548  ,       3350.0 ,          ,5100.0      ,SINGLE_FAMILY ,False        ,TX    ,                            ,False      ,  77004 ,29.727243 ,                   ,        561885.0 , 1699081200000.0 ,USA     ,False                   ,        4 ,            ,False           ,         0 ,sqft        ,Houston ,FOR_SALE         ,USD      ,FOR_SALE   , 545000 ,     545000 ,                ,    2452.0 ,[object Object]  ,False         ,False            ,True               ,-1
      26 ,listing_url ,  27758716 ,2023-11-01   ,FALSE             ,   4909.212  ,3129 Alabama St           ,           ,         ,-95.36136  ,       1099.0 ,          ,            ,LOT           ,False        ,TX    ,                            ,False      ,  77004 ,29.726814 ,                   ,        163617.0 ,                 ,USA     ,False                   ,        0 ,            ,False           ,         0 ,sqft        ,Houston ,FOR_SALE         ,USD      ,FOR_SALE   , 230000 ,     230000 ,                ,           ,[object Object]  ,False         ,False            ,True               ,-1
      27 ,listing_url ,  80585141 ,2023-11-01   ,FALSE             ,   1594.296  ,1402 Wichita St           ,           ,     3.0 ,-95.38304  ,       3117.0 ,          ,            ,SINGLE_FAMILY ,False        ,TX    ,                            ,False      ,  77004 ,29.727413 ,                   ,        540344.0 ,                 ,USA     ,False                   ,        4 ,            ,False           ,         0 ,sqft        ,Houston ,FOR_SALE         ,USD      ,FOR_SALE   , 529900 ,     529900 ,                ,    2606.0 ,[object Object]  ,False         ,False            ,True               ,-1
      28 ,listing_url , 251270881 ,2023-11-01   ,FALSE             ,      1.7318 ,2401 Crawford St #B306    ,# B306     ,     2.0 ,-95.368065 ,       2211.0 , 317800.0 ,            ,CONDO         ,False        ,TX    ,                            ,False      ,  77004 ,29.74295  ,                   ,        335290.0 ,                 ,USA     ,False                   ,        3 ,            ,False           ,         0 ,acres       ,Houston ,FOR_SALE         ,USD      ,FOR_SALE   , 325000 ,     325000 ,                ,    1147.0 ,[object Object]  ,False         ,False            ,True               ,-1
      29 ,listing_url ,  27764673 ,2023-11-01   ,FALSE             ,   1900.0    ,2410 Milby St             ,           ,     4.0 ,-95.34631  ,       1677.0 , 275900.0 ,20000.0     ,MULTI_FAMILY  ,False        ,TX    ,                            ,False      ,  77004 ,29.732786 ,                   ,        112422.0 , 1699430400000.0 ,USA     ,False                   ,        2 ,            ,False           ,         0 ,sqft        ,Houston ,FOR_SALE         ,USD      ,FOR_SALE   , 290000 ,     290000 ,                ,    1600.0 ,[object Object]  ,False         ,False            ,True               ,-1
      30 ,listing_url ,  27811233 ,2023-11-01   ,FALSE             ,   3998.808  ,3208 Anita St             ,           ,     3.0 ,-95.35593  ,       1350.0 , 243300.0 ,            ,SINGLE_FAMILY ,False        ,TX    ,                            ,False      ,  77004 ,29.731653 ,                   ,        159355.0 ,                 ,USA     ,False                   ,        1 ,            ,False           ,         0 ,sqft        ,Houston ,FOR_SALE         ,USD      ,FOR_SALE   , 250000 ,     250000 ,                ,    1000.0 ,[object Object]  ,False         ,False            ,True               ,-1
      31 ,listing_url ,  84061407 ,2023-11-01   ,FALSE             ,             ,5925 Almeda Rd UNIT 11116 ,Unit 11116 ,     1.0 ,-95.38083  ,       1774.0 , 305200.0 ,-10000.0    ,CONDO         ,False        ,TX    ,                            ,False      ,  77004 ,29.714931 ,"$10,000 (Aug 26)" ,        220702.0 , 1693033200000.0 ,USA     ,False                   ,        1 ,            ,False           ,         0 ,            ,Houston ,FOR_SALE         ,USD      ,FOR_SALE   , 315000 ,     315000 ,                ,     690.0 ,[object Object]  ,False         ,False            ,True               ,-1
